"","expt","n","Year","Date","DN","Site","PlantType","Tissue","OI","Sample","Sample2","nomatch","Bag","Pump","End","NumFlrs","NumBuds","NumLeaf","PumpID","SoilVWC","SoilDepth","Comments","Collector","LeafDryWtGrams","n.f","Filename","Lead","Year.f","Expt","Temp","PlantType.f","Type","Sample.f","nomatch.f","DNLeaf","SampleDate_text","SampleDate_format","RunDate_text","RunDate","GCOrder","vial","lost","chamber","plant","Equil","Duration","location_time","Temp.f","Total","Pump_datehour","year","time","mean_temp_C_control","mean_temp_C_OTC","mean_intensity_lux_control","mean_intensity_lux_OTC","OTC_diff_C","OTC_diff_lux","mean_temp_C_treatment"
"270","otc",NA,2021,2021-07-15,"night","SC","ten","flower","out",NA,NA,NA,20:12:00,20:49:00,21:04:00,1,0,NA,"CW1",4.5,NA,NA,"JP",NA,NA,"SC_69_210715_8202021_03.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210715",NA,8202021,NA,3,69,NA,"XA","191",2220,900,"outside_night",NA,3120,2021-07-15 21:00:00,2021,3,2.36433333333333,3.05928571428571,0,0,0.694952380952381,0,2.36433333333333
"271","otc",NA,2021,2021-07-15,"night","SC","ten","flower","in",NA,NA,NA,20:55:00,21:29:00,21:47:00,1,0,NA,NA,9.4,NA,NA,"JP",NA,NA,"SC_70_210715_8202021_04.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210715",NA,8202021,NA,4,70,NA,"E","6",2040,1080,"inside_night",NA,3120,2021-07-15 21:00:00,2021,3,2.36433333333333,3.05928571428571,0,0,0.694952380952381,0,3.05928571428571
"272","otc",NA,2021,2021-07-15,"night","SC","ten","flower","in",NA,NA,NA,20:57:00,21:32:00,21:47:00,1,0,NA,NA,7.6,NA,NA,"JP",NA,NA,"SC_71_210715_8202021_05.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210715",NA,8202021,NA,5,71,NA,"E","16",2100,900,"inside_night",NA,3000,2021-07-15 22:00:00,2021,4,1.538,2.28271428571429,0,0,0.744714285714286,0,2.28271428571429
"273","otc",NA,2021,2021-07-15,"night","SC","ten","flower","out",NA,NA,NA,20:59:00,21:35:00,21:51:00,1,0,NA,NA,11.2,NA,NA,"JP",NA,NA,"SC_72_210715_8202021_15.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210715",NA,8202021,NA,15,72,NA,"XE","27",2160,960,"outside_night",NA,3120,2021-07-15 22:00:00,2021,4,1.538,2.28271428571429,0,0,0.744714285714286,0,1.538
"274","otc",NA,2021,2021-07-15,"night","SC","ten","flower","in",NA,NA,NA,21:23:00,21:54:00,22:09:00,1,0,NA,"CW1",4.3,NA,NA,"JP",NA,NA,"SC_85_210715_8202021_07.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210715",NA,8202021,NA,7,85,NA,"D","156",1860,900,"inside_night",NA,2760,2021-07-15 22:00:00,2021,4,1.538,2.28271428571429,0,0,0.744714285714286,0,2.28271428571429
"275","otc",NA,2021,2021-07-15,"night","SC","ten","flower","out",NA,NA,NA,21:26:00,21:58:00,22:15:00,1,0,NA,"DRC9",10.9,NA,NA,"JP",NA,NA,"SC_86_210715_8202021_08.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210715",NA,8202021,NA,8,86,NA,"XD","71",1920,1020,"outside_night",NA,2940,2021-07-15 22:00:00,2021,4,1.538,2.28271428571429,0,0,0.744714285714286,0,1.538
"276","otc",NA,2021,2021-07-15,"night","SC","air","air","out",NA,NA,NA,21:44:00,22:13:00,22:28:00,NA,NA,NA,"CW1",NA,NA,NA,"JP",NA,NA,"SC_87_210715_8202021_09.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210715",NA,8202021,NA,9,87,NA,"XE","air",1740,900,"air_night",NA,2640,2021-07-15 22:00:00,2021,4,1.538,2.28271428571429,0,0,0.744714285714286,0,1.538
"277","otc",NA,2021,2021-07-15,"night","SC","ten","flower","out",NA,NA,NA,21:45:00,22:15:00,22:30:00,NA,NA,NA,"DRC9",NA,NA,"A few leaves of the locally abundant Artemisia tridentata","JP",NA,NA,"SC_91_210715_8202021_10.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210715",NA,8202021,NA,10,91,NA,"XE","Artemisia",1800,900,NA,NA,2700,2021-07-15 22:00:00,2021,4,1.538,2.28271428571429,0,0,0.744714285714286,0,1.538
"278","otc",NA,2021,2021-07-15,"night","SC","ten","flower","out",NA,NA,NA,22:22:00,22:56:00,23:11:00,1,0,NA,"CW1",6.9,NA,NA,"JP",NA,NA,"SC_54_210715_8202021_12.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210715",NA,8202021,NA,12,54,NA,"XD","264",2040,900,"outside_night",NA,2940,2021-07-15 23:00:00,2021,5,1.60033333333333,2.20671428571429,0,0,0.606380952380952,0,1.60033333333333
"279","otc",NA,2021,2021-07-15,"night","SC","ten","flower","in",NA,NA,NA,22:24:00,22:56:00,23:11:00,1,0,NA,"DRC9",3.3,NA,NA,"JP",NA,NA,"SC_55_210715_8202021_11.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210715",NA,8202021,NA,11,55,NA,"C","207",1920,900,"inside_night",NA,2820,2021-07-15 23:00:00,2021,5,1.60033333333333,2.20671428571429,0,0,0.606380952380952,0,2.20671428571429
"280","otc",NA,2021,2021-07-27,"day","SC","ten","flower","out",NA,NA,NA,10:03:00,10:33:00,10:48:00,1,0,NA,"CW1",13.7,NA,NA,"CW",NA,NA,"SC_151_210726_8102021_07.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210726",NA,8102021,NA,7,151,NA,"XI","185",1800,900,NA,NA,2700,2021-07-27 11:00:00,2021,17,27.0911666666667,28.4955714285714,7577.8,7233.35,1.40440476190476,-344.45,27.0911666666667
"281","otc",NA,2021,2021-07-27,"day","SC","air","air","out",NA,NA,NA,10:04:00,10:34:00,10:49:00,NA,NA,NA,"DRC5",NA,NA,NA,"CW",NA,NA,"SC_152_210726_8102021_08.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210726",NA,8102021,NA,8,152,NA,"XI","air",1800,900,NA,NA,2700,2021-07-27 11:00:00,2021,17,27.0911666666667,28.4955714285714,7577.8,7233.35,1.40440476190476,-344.45,27.0911666666667
"282","otc",NA,2021,2021-07-27,"day","SC","ten","flower","in",NA,NA,NA,10:06:00,10:36:00,10:51:00,1,0,NA,"DRC9",10.5,NA,NA,"CW",NA,NA,"SC_153_210726_8102021_09.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210726",NA,8102021,NA,9,153,NA,"I","227",1800,900,NA,NA,2700,2021-07-27 11:00:00,2021,17,27.0911666666667,28.4955714285714,7577.8,7233.35,1.40440476190476,-344.45,28.4955714285714
"283","otc",NA,2021,2021-07-27,"day","SC","ten","flower","in",NA,NA,NA,10:08:00,10:38:00,10:53:00,1,0,NA,"CW2",12.1,NA,NA,"CW",NA,NA,"SC_154_210726_8102021_10.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210726",NA,8102021,NA,10,154,NA,"I","196",1800,900,NA,NA,2700,2021-07-27 11:00:00,2021,17,27.0911666666667,28.4955714285714,7577.8,7233.35,1.40440476190476,-344.45,28.4955714285714
"284","otc",NA,2021,2021-07-27,"day","SC","ten","flower","out",NA,NA,NA,10:09:00,10:39:00,10:54:00,1,0,NA,"DRC7",16.1,NA,NA,"CW",NA,NA,"SC_155_210726_8102021_11.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210726",NA,8102021,NA,11,155,NA,"XI","139",1800,900,NA,NA,2700,2021-07-27 11:00:00,2021,17,27.0911666666667,28.4955714285714,7577.8,7233.35,1.40440476190476,-344.45,27.0911666666667
"285","otc",NA,2021,2021-07-27,"day","SC","ten","flower","out",NA,NA,NA,10:09:00,10:39:00,10:54:00,1,0,NA,"DRC7",16.1,NA,NA,"CW",NA,NA,"SC_155_8142021_20.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,8142021,NA,20,155,NA,"XI","139",1800,900,NA,NA,2700,2021-07-27 11:00:00,2021,17,27.0911666666667,28.4955714285714,7577.8,7233.35,1.40440476190476,-344.45,27.0911666666667
"286","otc",NA,2021,2021-07-27,"day","SC","ten","flower","in",NA,NA,NA,10:30:00,11:01:00,11:16:00,1,0,NA,"DRC5",15.9,NA,NA,"CW",NA,NA,"SC_156_210728_832021_16.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210728",NA,832021,NA,16,156,NA,"I","192",1860,900,NA,NA,2760,2021-07-27 11:00:00,2021,17,27.0911666666667,28.4955714285714,7577.8,7233.35,1.40440476190476,-344.45,28.4955714285714
"287","otc",NA,2021,2021-07-27,"day","SC","ten","flower","in",NA,NA,NA,10:30:00,11:01:00,11:16:00,1,0,NA,"DRC5",15.9,NA,NA,"CW",NA,NA,"SC_156_210726_8102021_12.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210726",NA,8102021,NA,12,156,NA,"I","192",1860,900,NA,NA,2760,2021-07-27 11:00:00,2021,17,27.0911666666667,28.4955714285714,7577.8,7233.35,1.40440476190476,-344.45,28.4955714285714
"288","otc",NA,2021,2021-07-27,"day","SC","ten","flower","out",NA,NA,NA,10:32:00,11:03:00,11:18:00,1,0,NA,"DRC7",20.1,NA,"trap fell out while pumping","CW",NA,NA,"SC_157_210726_8102021_13.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210726",NA,8102021,NA,13,157,NA,"XH","188",1860,900,NA,NA,2760,2021-07-27 11:00:00,2021,17,27.0911666666667,28.4955714285714,7577.8,7233.35,1.40440476190476,-344.45,27.0911666666667
"289","otc",NA,2021,2021-07-27,"day","SC","ten","flower","in",NA,NA,NA,10:43:00,11:13:00,11:28:00,1,0,NA,"DRC9",8.9,NA,NA,"CW",NA,NA,"SC_158_210726_8102021_14.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210726",NA,8102021,NA,14,158,NA,"H","557",1800,900,NA,NA,2700,2021-07-27 11:00:00,2021,17,27.0911666666667,28.4955714285714,7577.8,7233.35,1.40440476190476,-344.45,28.4955714285714
"290","otc",NA,2021,2021-07-27,"day","SC","ten","flower","in",NA,NA,NA,10:44:00,11:14:00,11:29:00,1,0,NA,"CW1",9.9,NA,NA,"CW",NA,NA,"SC_159_210726_8102021_15.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210726",NA,8102021,NA,15,159,NA,"H","200",1800,900,NA,NA,2700,2021-07-27 11:00:00,2021,17,27.0911666666667,28.4955714285714,7577.8,7233.35,1.40440476190476,-344.45,28.4955714285714
"291","otc",NA,2021,2021-07-27,"day","SC","ten","flower","out",NA,NA,NA,10:46:00,11:16:00,11:31:00,1,0,NA,"DRC5",14.6,NA,NA,"CW",NA,NA,"SC_160_210726_8102021_16.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210726",NA,8102021,NA,16,160,NA,"XH","noname",1800,900,NA,NA,2700,2021-07-27 11:00:00,2021,17,27.0911666666667,28.4955714285714,7577.8,7233.35,1.40440476190476,-344.45,27.0911666666667
"292","otc",NA,2021,2021-07-27,"day","SC","ten","flower","in",NA,NA,NA,10:58:00,11:28:00,11:43:00,1,0,NA,"CW2",7.9,NA,NA,"CW",NA,NA,"SC_164_210726_8102021_02.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210726",NA,8102021,NA,2,164,NA,"H","743",1800,900,NA,NA,2700,2021-07-27 11:00:00,2021,17,27.0911666666667,28.4955714285714,7577.8,7233.35,1.40440476190476,-344.45,28.4955714285714
"293","otc",NA,2021,2021-07-27,"day","SC","ten","flower","in",NA,NA,NA,11:01:00,11:32:00,11:47:00,1,0,NA,"DRC4",9.8,NA,NA,"CW",NA,NA,"SC_163_210726_8102021_03.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210726",NA,8102021,NA,3,163,NA,"H","226",1860,900,NA,NA,2760,2021-07-27 12:00:00,2021,18,19.282,19.6701428571429,678.1,627,0.388142857142856,-51.1,19.6701428571429
"294","otc",NA,2021,2021-07-27,"day","SC","ten","flower","in",NA,NA,NA,11:06:00,11:36:00,11:53:00,1,0,NA,"CW1",15.1,NA,NA,"CW",NA,NA,"SC_162_210726_8102021_05.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210726",NA,8102021,NA,5,162,NA,"B","294",1800,1020,NA,NA,2820,2021-07-27 12:00:00,2021,18,19.282,19.6701428571429,678.1,627,0.388142857142856,-51.1,19.6701428571429
"295","otc",NA,2021,2021-07-27,"day","SC","ten","flower","out",NA,NA,NA,11:08:00,11:38:00,11:51:00,1,0,NA,"DRC5",14.7,NA,NA,"CW",NA,NA,"SC_161_210726_8102021_04.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210726",NA,8102021,NA,4,161,NA,"XB","172",1800,780,NA,NA,2580,2021-07-27 12:00:00,2021,18,19.282,19.6701428571429,678.1,627,0.388142857142856,-51.1,19.282
"296","otc",NA,2021,2021-07-28,"day","SC","ten","flower","out",NA,NA,NA,09:40:00,10:10:00,10:25:00,1,0,NA,"CW2",12.8,NA,NA,"CW",NA,NA,"SC_165_210728_822021_11.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210728",NA,822021,NA,11,165,NA,"XF","184",1800,900,NA,NA,2700,2021-07-28 10:00:00,2021,16,19.5513333333333,20.7784285714286,2927.8,3078.475,1.22709523809524,150.675,19.5513333333333
"297","otc",NA,2021,2021-07-28,"day","SC","air","air","out",NA,NA,NA,09:41:00,10:11:00,10:26:00,NA,NA,NA,"DRC3",NA,NA,NA,"CW",NA,NA,"SC_166_210723_822021_12.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210723",NA,822021,NA,12,166,NA,"XF","air",1800,900,NA,NA,2700,2021-07-28 10:00:00,2021,16,19.5513333333333,20.7784285714286,2927.8,3078.475,1.22709523809524,150.675,19.5513333333333
"298","otc",NA,2021,2021-07-28,"day","SC","ten","flower","in",NA,NA,NA,09:43:00,10:13:00,10:28:00,1,0,NA,"DRC5",15,NA,NA,"CW",NA,NA,"SC_167_210723_822021_13.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210723",NA,822021,NA,13,167,NA,"G","201",1800,900,NA,NA,2700,2021-07-28 10:00:00,2021,16,19.5513333333333,20.7784285714286,2927.8,3078.475,1.22709523809524,150.675,20.7784285714286
"299","otc",NA,2021,2021-07-28,"day","SC","ten","flower","in",NA,NA,NA,09:46:00,10:16:00,10:31:00,1,0,NA,"DRC8",10.8,NA,NA,"CW",NA,NA,"SC_168_210723_822021_14.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210723",NA,822021,NA,14,168,NA,"G","99",1800,900,NA,NA,2700,2021-07-28 10:00:00,2021,16,19.5513333333333,20.7784285714286,2927.8,3078.475,1.22709523809524,150.675,20.7784285714286
"300","otc",NA,2021,2021-07-28,"day","SC","ten","flower","out",NA,NA,NA,09:48:00,10:18:00,10:33:00,1,0,NA,"DRC10",15.4,NA,NA,"CW",NA,NA,"SC_169_210723_822021_15.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210723",NA,822021,NA,15,169,NA,"XG","5",1800,900,NA,NA,2700,2021-07-28 10:00:00,2021,16,19.5513333333333,20.7784285714286,2927.8,3078.475,1.22709523809524,150.675,19.5513333333333
"301","otc",NA,2021,2021-07-28,"day","SC","ten","flower","out",NA,NA,NA,10:19:00,10:49:00,11:04:00,1,0,NA,"CW2",14.2,NA,NA,"CW",NA,NA,"SC_170_210723_822021_16.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210723",NA,822021,NA,16,170,NA,"XF","221",1800,900,NA,NA,2700,2021-07-28 11:00:00,2021,17,20.329,21.1942857142857,2755.6,2863.225,0.865285714285715,107.625,20.329
"302","otc",NA,2021,2021-07-28,"day","SC","ten","flower","in",NA,NA,NA,10:21:00,10:51:00,11:06:00,1,0,NA,"DRC5",16.9,NA,NA,"CW",NA,NA,"SC_171_210723_822021_17.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210723",NA,822021,NA,17,171,NA,"G","93",1800,900,NA,NA,2700,2021-07-28 11:00:00,2021,17,20.329,21.1942857142857,2755.6,2863.225,0.865285714285715,107.625,21.1942857142857
"303","otc",NA,2021,2021-07-28,"day","SC","ten","flower","in",NA,NA,NA,10:23:00,10:53:00,11:08:00,1,0,NA,"DRC8",9.6,NA,NA,"CW",NA,NA,"SC_172_210723_822021_18.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210723",NA,822021,NA,18,172,NA,"F","220",1800,900,NA,NA,2700,2021-07-28 11:00:00,2021,17,20.329,21.1942857142857,2755.6,2863.225,0.865285714285715,107.625,21.1942857142857
"304","otc",NA,2021,2021-07-28,"day","SC","ten","flower","in",NA,NA,NA,10:24:00,10:54:00,11:09:00,1,0,NA,"DRC10",9.2,NA,"Big cut in bag to pump","CW",NA,NA,"SC_173_210723_822021_19.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210723",NA,822021,NA,19,173,NA,"F","8",1800,900,NA,NA,2700,2021-07-28 11:00:00,2021,17,20.329,21.1942857142857,2755.6,2863.225,0.865285714285715,107.625,21.1942857142857
"305","otc",NA,2021,2021-07-28,"day","SC","ten","flower","in",NA,NA,NA,10:28:00,10:58:00,11:13:00,1,0,NA,"DRC3",17.4,NA,NA,"CW",NA,NA,"SC_174_210728_832021_02.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210728",NA,832021,NA,2,174,NA,"E","16",1800,900,NA,NA,2700,2021-07-28 11:00:00,2021,17,20.329,21.1942857142857,2755.6,2863.225,0.865285714285715,107.625,21.1942857142857
"306","otc",NA,2021,2021-07-28,"day","SC","ten","flower","out",NA,NA,NA,10:45:00,11:15:00,11:30:00,1,0,NA,"CW2",14.6,NA,NA,"CW",NA,NA,"SC_190_210728_832021_04.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210728",NA,832021,NA,4,190,NA,"XB","193",1800,900,NA,NA,2700,2021-07-28 11:00:00,2021,17,20.329,21.1942857142857,2755.6,2863.225,0.865285714285715,107.625,20.329
"307","otc",NA,2021,2021-07-28,"day","SC","ten","flower","in",NA,NA,NA,10:47:00,11:17:00,11:32:00,1,0,NA,"DRC5",9.5,NA,NA,"CW",NA,NA,"SC_191_210728_832021_05.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210728",NA,832021,NA,5,191,NA,"B","238",1800,900,NA,NA,2700,2021-07-28 11:00:00,2021,17,20.329,21.1942857142857,2755.6,2863.225,0.865285714285715,107.625,21.1942857142857
"308","otc",NA,2021,2021-07-28,"day","SC","ten","flower","in",NA,NA,NA,10:59:00,11:29:00,11:44:00,1,0,NA,"DRC8",7.8,NA,NA,"CW",NA,NA,"SC_192_210728_832021_06.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210728",NA,832021,NA,6,192,NA,"B","111",1800,900,NA,NA,2700,2021-07-28 11:00:00,2021,17,20.329,21.1942857142857,2755.6,2863.225,0.865285714285715,107.625,21.1942857142857
"309","otc",NA,2021,2021-07-28,"day","SC","ten","flower","out",NA,NA,NA,09:40:00,10:11:00,10:25:00,1,0,NA,"DRC4",8.9,NA,NA,"DH",NA,NA,"SC_175_210728_832021_08.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210728",NA,832021,NA,8,175,NA,"XC","187",1860,840,NA,NA,2700,2021-07-28 10:00:00,2021,16,19.5513333333333,20.7784285714286,2927.8,3078.475,1.22709523809524,150.675,19.5513333333333
"310","otc",NA,2021,2021-07-28,"day","SC","ten","flower","in",NA,NA,NA,09:42:00,10:12:00,10:28:00,1,0,NA,"DRC9",13.1,NA,NA,"DH",NA,NA,"SC_177_210728_832021_10.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210728",NA,832021,NA,10,177,NA,"C","207",1800,960,NA,NA,2760,2021-07-28 10:00:00,2021,16,19.5513333333333,20.7784285714286,2927.8,3078.475,1.22709523809524,150.675,20.7784285714286
"311","otc",NA,2021,2021-07-28,"day","SC","ten","flower","out",NA,NA,NA,09:44:00,10:14:00,10:29:00,1,0,NA,"DRC1",12.9,NA,NA,"DH",NA,NA,"SC_178_210728_832021_14.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210728",NA,832021,NA,14,178,NA,"XD","71",1800,900,NA,NA,2700,2021-07-28 10:00:00,2021,16,19.5513333333333,20.7784285714286,2927.8,3078.475,1.22709523809524,150.675,19.5513333333333
"312","otc",NA,2021,2021-07-28,"day","SC","ten","flower","in",NA,NA,NA,09:45:00,10:15:00,10:30:00,1,0,NA,"CW1",14.7,NA,NA,"DH",NA,NA,"SC_176_210728_832021_13.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210728",NA,832021,NA,13,176,NA,"C","189",1800,900,NA,NA,2700,2021-07-28 10:00:00,2021,16,19.5513333333333,20.7784285714286,2927.8,3078.475,1.22709523809524,150.675,20.7784285714286
"313","otc",NA,2021,2021-07-28,"day","SC","ten","flower","in",NA,NA,NA,09:47:00,10:17:00,10:32:00,1,0,NA,"DRC7",7.2,NA,NA,"DH",NA,NA,"SC_179_210728_832021_07.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210728",NA,832021,NA,7,179,NA,"D","12",1800,900,NA,NA,2700,2021-07-28 10:00:00,2021,16,19.5513333333333,20.7784285714286,2927.8,3078.475,1.22709523809524,150.675,20.7784285714286
"314","otc",NA,2021,2021-07-28,"day","SC","ten","flower","out",NA,NA,NA,09:50:00,10:20:00,10:35:00,1,0,NA,"JMP2",14.1,NA,NA,"DH",NA,NA,"SC_180_210728_832021_17.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210728",NA,832021,NA,17,180,NA,"XD","264",1800,900,NA,NA,2700,2021-07-28 10:00:00,2021,16,19.5513333333333,20.7784285714286,2927.8,3078.475,1.22709523809524,150.675,19.5513333333333
"315","otc",NA,2021,2021-07-28,"day","SC","ten","flower","in",NA,NA,NA,10:21:00,10:51:00,11:06:00,1,0,NA,"DRC7",11.3,NA,NA,"DH",NA,NA,"SC_181_210728_832021_19.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210728",NA,832021,NA,19,181,NA,"D","156",1800,900,NA,NA,2700,2021-07-28 11:00:00,2021,17,20.329,21.1942857142857,2755.6,2863.225,0.865285714285715,107.625,21.1942857142857
"316","otc",NA,2021,2021-07-28,"day","SC","ten","flower","in",NA,NA,NA,10:23:00,10:53:00,11:08:00,1,0,NA,"JMP2",15.9,NA,NA,"DH",NA,NA,"SC_182_210728_832021_11.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210728",NA,832021,NA,11,182,NA,"E","6",1800,900,NA,NA,2700,2021-07-28 11:00:00,2021,17,20.329,21.1942857142857,2755.6,2863.225,0.865285714285715,107.625,21.1942857142857
"317","otc",NA,2021,2021-07-28,"day","SC","ten","flower","out",NA,NA,NA,10:25:00,10:55:00,11:10:00,1,0,NA,"DRC1",27.2,NA,NA,"DH",NA,NA,"SC_183_210728_832021_18.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210728",NA,832021,NA,18,183,NA,"XE","27",1800,900,NA,NA,2700,2021-07-28 11:00:00,2021,17,20.329,21.1942857142857,2755.6,2863.225,0.865285714285715,107.625,20.329
"318","otc",NA,2021,2021-07-28,"day","SC","ten","flower","in",NA,NA,NA,10:36:00,11:08:00,11:25:00,1,0,NA,"DRC9",6.9,NA,NA,"DH",NA,NA,"SC_184_210723_822021_20.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210723",NA,822021,NA,20,184,NA,"A","19",1920,1020,NA,NA,2940,2021-07-28 11:00:00,2021,17,20.329,21.1942857142857,2755.6,2863.225,0.865285714285715,107.625,21.1942857142857
"319","otc",NA,2021,2021-07-28,"day","SC","ten","flower","out",NA,NA,NA,10:40:00,11:10:00,11:26:00,1,0,NA,"DRC4",15,NA,"flower pulled off fixing pump","DH",NA,NA,"SC_185_210728_832021_15.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210728",NA,832021,NA,15,185,NA,"XA","186",1800,960,NA,NA,2760,2021-07-28 11:00:00,2021,17,20.329,21.1942857142857,2755.6,2863.225,0.865285714285715,107.625,20.329
"320","otc",NA,2021,2021-07-28,"day","SC","ten","flower","out",NA,NA,NA,10:54:00,11:24:00,11:39:00,1,0,NA,"DRC1",15.5,NA,NA,"DH",NA,NA,NA,NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186,NA,"XA","191",1800,900,NA,NA,2700,2021-07-28 11:00:00,2021,17,20.329,21.1942857142857,2755.6,2863.225,0.865285714285715,107.625,20.329
"321","otc",NA,2021,2021-07-28,"day","SC","ten","flower","in",NA,NA,NA,11:10:00,11:40:00,11:55:00,1,0,NA,"DRC9",10.2,NA,NA,"DH",NA,NA,"SC_187_210728_832021_12.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210728",NA,832021,NA,12,187,NA,"A","170",1800,900,NA,NA,2700,2021-07-28 12:00:00,2021,18,18.743,19.4928571428571,1550,1541.95,0.749857142857145,-8.04999999999995,19.4928571428571
"322","otc",NA,2021,2021-07-28,"day","SC","air","air","air",NA,NA,NA,11:18:00,11:48:00,12:03:00,1,0,NA,"JMP2",NA,NA,NA,"DH",NA,NA,"SC_188_210728_832021_09.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210728",NA,832021,NA,9,188,NA,"XA","air",1800,900,NA,NA,2700,2021-07-28 12:00:00,2021,18,18.743,19.4928571428571,1550,1541.95,0.749857142857145,-8.04999999999995,18.743
"323","otc",NA,2021,2021-07-26,"night","SC","ten","flower","in",NA,NA,NA,19:47:00,20:21:00,20:36:00,1,0,NA,"DRC10",8.8,NA,"flower pulled off fixing pump","DH",NA,NA,"SC_106_210727_8202021_13.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210727",NA,8202021,NA,13,106,NA,"H","200",2040,900,NA,NA,2940,2021-07-26 20:00:00,2021,2,5.2605,6.08328571428571,0,0,0.822785714285714,0,6.08328571428571
"324","otc",NA,2021,2021-07-26,"night","SC","ten","flower","out",NA,NA,NA,19:49:00,20:19:00,20:35:00,1,0,NA,"DRC1",20.1,NA,NA,"DH",NA,NA,"SC_103_210727_8202021_09.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210727",NA,8202021,NA,9,103,NA,"XH","188",1800,960,NA,NA,2760,2021-07-26 20:00:00,2021,2,5.2605,6.08328571428571,0,0,0.822785714285714,0,5.2605
"325","otc",NA,2021,2021-07-26,"night","SC","ten","flower","in",NA,NA,NA,19:51:00,20:21:00,20:36:00,1,0,NA,"DRC5",6.8,NA,NA,"DH",NA,NA,"SC_104_210727_8202021_07.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210727",NA,8202021,NA,7,104,NA,"H","743",1800,900,NA,NA,2700,2021-07-26 20:00:00,2021,2,5.2605,6.08328571428571,0,0,0.822785714285714,0,6.08328571428571
"326","otc",NA,2021,2021-07-26,"night","SC","ten","flower","in",NA,NA,NA,19:52:00,20:17:00,20:32:00,1,0,NA,"DRC4",12.5,NA,"old, dried flower also in bag; pump started tooo early","DH",NA,NA,"SC_102_210727_8202021_06.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,"210727",NA,8202021,NA,6,102,NA,"H","557",1500,900,NA,NA,2400,2021-07-26 20:00:00,2021,2,5.2605,6.08328571428571,0,0,0.822785714285714,0,6.08328571428571
