name,class,mean,max,match.var,match,RT.var,RT,filter_RT,filter_match,filter_contaminant,filter_area,filter_ambient_ratio,ambient_ratio,filters_passed,filter_final
trans-Cinnamic acid,,14814,729350,2.92E-04,0.735,1.36E-04,12.9895,OK,Low,OK,Low,AmRatioFail,1.01,2,FALSE
Triacetin,,40295,617638,0.001306666667,0.82,0.5292266667,12.1925,OK,OK,OK,Low,OK,Inf,4,FALSE
Triarachine,,99336,3153544,0.00188,0.8,3.1720493,20.197,High,OK,OK,OK,AmRatioFail,1.56,3,FALSE
"Tricyclo[3.3.1.1(3,7)]decane-1-carboxylic acid, 2,2,3,3,4,4,5,5,6,6,7,7,-dodecafluoroheptyl ester",,6009,366543,NA,0.79,NA,18.14,High,Low,OK,Low,OK,Inf,2,FALSE
"Tricyclo[4.2.2.0(1,5)]decan-4-one",,10108,310122,3.33E-05,0.72,6.63E-05,13.684,OK,Low,OK,Low,OK,Inf,3,FALSE
"Tricyclo[4.4.0.0(2,8)]decan-5-one",,1123,68479,NA,0.75,NA,13.687,OK,Low,OK,Low,OK,Inf,3,FALSE
"Tricyclo[5.4.0.0(2,8)]undec-9-ene, 2,6,6,9-tetramethyl-, (1R,2S,7R,8R)-",,1540881,6424228,2.06E-04,0.75,0.01621456549,20.02,High,Low,OK,OK,AmRatioFail,1.19,2,FALSE
Trimethylsilyl fluoride,,77352,975325,3.25E-04,0.79,0.004282944444,3.026,Low,Low,OK,Low,OK,Inf,2,FALSE
Tris-(hydroxymethyl)-phosphine oxide,,3439,209780,NA,0.7,NA,1.977,Low,Low,OK,Low,OK,Inf,2,FALSE
"Undec-10-ynoic acid, tetradecyl ester",,53320,1372543,0.00139047619,0.73,0.171595619,20.535,High,Low,OK,Low,AmRatioFail,0.39,1,FALSE
Undecanal,,46855,1484661,7.78E-04,0.85,3.17E-05,13.077,OK,OK,OK,Low,OK,Inf,4,FALSE
"Undecane, 2-methyl-",,5677,346321,0.00245,0.775,4.7833245,11.4535,OK,Low,OK,Low,AmRatioFail,0.15,2,FALSE
"Undecane, 2,5-dimethyl-",,15627,533276,2.33E-04,0.93,5.33E-06,11.719,OK,OK,OK,Low,AmRatioFail,0.37,3,FALSE
"Undecane, 2,6-dimethyl-",,18914,538658,7.00E-05,0.91,7.30E-06,11.714,OK,OK,OK,Low,OK,Inf,4,FALSE
"Undecane, 2,7-dimethyl-",,556,33932,NA,0.87,NA,5.875,OK,OK,OK,Low,OK,Inf,4,FALSE
"Undecane, 3,6-dimethyl-",,7285,322005,4.50E-04,0.905,1.25E-05,9.9475,OK,OK,OK,Low,OK,Inf,4,FALSE
"Undecane, 4,7-dimethyl-",,15821,944158,0,0.84,19.7757605,9.0245,OK,OK,OK,Low,OK,Inf,4,FALSE
"Undecane, 5-ethyl-5-propyl-",,25222,1049071,8.00E-04,0.78,5.00E-07,19.0395,High,Low,OK,Low,OK,Inf,2,FALSE
Ylangene,,171535,4589877,1.97E-04,0.725,0.01313984091,20.168,High,Low,OK,OK,OK,7.08,3,FALSE
Z-10-Octadecen-1-ol acetate,,25962,812198,1.70E-04,0.8,4.27E-05,18.143,High,OK,OK,Low,AmRatioFail,0.49,2,FALSE
(-)-trans-Isopiperitenol,,10795,303122,0.002033333333,0.74,2.33E-06,8.94,OK,Low,OK,Low,OK,Inf,3,FALSE
"(1R,1aR,2aS,5R,6R,6aS,7aS)-1,6,6a-trimethyldecahydro-1,2a-methanocyclopropa[b]naphthalen-5-ol",,21843,1332416,NA,0.74,NA,20.129,High,Low,OK,Low,OK,Inf,2,FALSE
"(1R,2S,6S,7S,8S)-8-Isopropyl-1-methyl-3-methylenetricyclo[4.4.0.02,7]decane-rel-",,10669,346692,0.00215,0.86,4.73E-05,14.907,OK,OK,OK,Low,OK,Inf,4,FALSE
"(1R,5R)-1-Isopropyl-8-methyl-4-methylenespiro[4.5]dec-7-ene",,2829,115496,0.004433333333,0.86,3.23E-05,14.692,OK,OK,OK,Low,AmRatioFail,0.68,3,FALSE
"(2,2,6-Trimethyl-bicyclo[4.1.0]hept-1-yl)-methanol",,39445,1986613,4.50E-04,0.725,8.00E-06,20.631,High,Low,OK,Low,OK,Inf,2,FALSE
"(3R,3aR,7R,8aS)-3,8,8-Trimethyl-6-methyleneoctahydro-1H-3a,7-methanoazulene",,3485,134755,5.00E-05,0.725,5.00E-07,14.7905,OK,Low,OK,Low,OK,Inf,3,FALSE
"(4aR,4bR,10aR)-7-Isopropyl-1,1,4a-trimethyl-3,4,4a,4b,5,6,10,10a-octahydrophenanthren-2(1H)-one",,466835,2936024,2.59E-04,0.72,0.0863805,19.656,High,Low,OK,Low,AmRatioFail,0.92,1,FALSE
"(4aR,8aS)-4a-Methyl-1-methylene-7-(propan-2-ylidene)decahydronaphthalene",,11440,459077,5.33E-04,0.82,7.03E-05,14.552,OK,OK,OK,Low,AmRatioFail,1.09,3,FALSE
"(E)-1-(6,10-Dimethylundec-5-en-2-yl)-4-methylbenzene",,345365,6057576,4.44E-05,0.74,0.01483761111,20.022,High,Low,OK,OK,AmRatioFail,0.92,2,FALSE
(E)-Hex-4-en-1-yl butyrate,,16583,521757,3.77E-04,0.86,3.58E-05,10.649,OK,OK,OK,Low,AmRatioFail,0.69,3,FALSE
"(R,Z)-2-Methyl-6-(4-methylcyclohexa-1,4-dien-1-yl)hept-2-en-1-ol",,31328,1911005,NA,0.75,NA,20.013,High,Low,OK,Low,OK,Inf,2,FALSE
"(S)-(+)-1,2-Propanediol",,2800,133104,0.001433333333,0.81,0.08451633333,3.915,Low,OK,OK,Low,OK,Inf,3,FALSE
(S)-(+)-5-Methyl-1-heptanol,,32825,353442,0.001468681319,0.83,4.04E-05,9.03,OK,OK,OK,Low,OK,4.39,4,FALSE
.alpha.-Pinene,,5846,156869,0.002347619048,0.81,0.0421802381,8.952,OK,OK,OK,Low,AmRatioFail,0.15,3,FALSE
".beta.-Pinene, 3-(acetylmethyl)-",,1311,59389,6.33E-04,0.72,2.80E-05,10.486,OK,Low,OK,Low,AmRatioFail,0.10,2,FALSE
.beta.-Santalol,,91730,5595529,NA,0.72,NA,20.627,High,Low,OK,OK,OK,Inf,3,FALSE
.gamma.-HIMACHALENE,,17406,1061759,NA,0.71,NA,20.162,High,Low,OK,Low,OK,Inf,2,FALSE
1-(2-Methylenecyclohexyl)-1-phenylethanol,,5747,162378,5.33E-04,0.73,8.47E-05,9.778,OK,Low,OK,Low,OK,Inf,3,FALSE
1-(2-Methylenecyclopentyl)-1-phenylethanol,,2693,164262,NA,0.79,NA,9.765,OK,Low,OK,Low,OK,Inf,3,FALSE
1-(2-Vinylphenyl)propan-1-one,,16999,1036919,NA,0.79,NA,17.101,High,Low,OK,Low,OK,Inf,2,FALSE
"1-(7-Hydroxy-1,6,6-trimethyl-10-oxatricyclo[5.2.1.0(2,4)]dec-9-yl)ethanone",,1193,26988,1.00E-04,0.74,3.237580333,10.151,OK,Low,OK,Low,OK,Inf,3,FALSE
"1-Adamantanecarboxylic acid, 2-propenyl ester",,7925,367585,0,0.74,0.0595125,18.4675,High,Low,OK,Low,OK,Inf,2,FALSE
"1-Butanone, 3-methyl-2-nitro-1-phenyl",,105424,2429931,0.00116969697,0.83,3.11E-05,19.361,High,OK,OK,Low,AmRatioFail,1.64,2,FALSE
"1-Cyclohexene, 1-ethynyl-",,30030,1522401,2.00E-04,0.79,6.05E-05,6.4325,OK,Low,OK,Low,OK,Inf,3,FALSE
"1-Decanol, 2-octyl-",,41393,1360058,8.67E-04,0.84,12.31509492,20.165,High,OK,OK,Low,AmRatioFail,0.28,2,FALSE
"1-Dodecanone, 2-(imidazol-1-yl)-1-(4-methoxyphenyl)-",,5995,365673,NA,0.81,NA,18.641,High,OK,OK,Low,OK,Inf,3,FALSE
1-Formyl-3-methylaziridine-2-carbonitrile,,3138,172109,0.00405,0.775,0.0013005,3.4665,Low,Low,OK,Low,OK,Inf,2,FALSE
"1-Heptanol, 2,4-dimethyl-,",,4700,205808,8.00E-04,0.8,0.0981245,10.1725,OK,OK,OK,Low,OK,Inf,4,FALSE
"1-Heptanol, 3-methyl-",,4166,182453,9.00E-04,0.82,2.894592333,8.873,OK,OK,OK,Low,OK,Inf,4,FALSE
1-Heptyn-4-ol,,867,52911,NA,0.72,NA,4.178,OK,Low,OK,Low,OK,Inf,3,FALSE
1-Hexacosene,,8149,497107,NA,0.76,NA,18.953,High,Low,OK,Low,OK,Inf,2,FALSE
"1-Hexadecanol, 3,7,11,15-tetramethyl-",,1562,95266,NA,0.84,NA,13.177,OK,OK,OK,Low,OK,Inf,4,FALSE
"1-Hexanol, 3-methyl-",,2988,182256,NA,0.81,NA,5.985,OK,OK,OK,Low,OK,Inf,4,FALSE
"1-Hexanol, 4-methyl-, acetate",,17031,1038900,NA,0.83,NA,7.764,OK,OK,OK,Low,OK,Inf,4,FALSE
"1-Hexanol, 5-methyl-2-(1-methylethyl)-",,4388,147958,0.001633333333,0.77,7.656019,8.669,OK,Low,OK,Low,OK,Inf,3,FALSE
1-Hexyn-3-ol,,1156,70535,NA,0.82,NA,4.314,OK,OK,OK,Low,OK,Inf,4,FALSE
"1-Methyl-4-(6-methylhept-5-en-2-yl)cyclohexa-1,3-diene",,97494,5819760,0,0.75,5.00E-05,20.014,High,Low,OK,OK,OK,Inf,3,FALSE
1-Pentadecanol acetate,,130965,7988865,NA,0.95,NA,16.902,High,OK,OK,OK,OK,Inf,4,FALSE
"1-Pentadecene, 2-methyl-",,12351,480577,0.0072,0.77,4.5813645,9.0045,OK,Low,OK,Low,OK,Inf,3,FALSE
1-Piperidinamine,,1164,71022,NA,0.75,NA,9.162,OK,Low,OK,Low,OK,Inf,3,FALSE
"1-Propanamine, 2-methyl-N-(2-methylpropylidene)-",,67328,2346429,0.00405,0.785,6.05E-05,12.9545,OK,Low,OK,Low,OK,Inf,3,FALSE
"1-Propene, 2-methoxy-",,4751,161090,0,0.73,0.01057033333,2.606,Low,Low,OK,Low,OK,Inf,2,FALSE
"1-Tetradecanol, methyl ether",,4458,126049,0.001233333333,0.79,5.63E-05,15.979,High,Low,OK,Low,OK,Inf,2,FALSE
1-Tetradecyl acetate,,2406,146760,NA,0.74,NA,9.64,OK,Low,OK,Low,OK,Inf,3,FALSE
"1,1-Cyclopropanedicarbonitrile, 2-methyl-2-propyl-",,4438,218233,2.00E-04,0.73,8.45E-05,8.6305,OK,Low,OK,Low,OK,Inf,3,FALSE
"1,1-Dimethyl-4-methylenecyclohexane",,2671,162926,NA,0.71,NA,11.772,OK,Low,OK,Low,OK,Inf,3,FALSE
"1,1-Ethanediol, diacetate",,798,48696,NA,0.84,NA,4.932,OK,OK,OK,Low,OK,Inf,4,FALSE
"1,1,3,3-Tetramethyl-1,3-bis[(2Z)-pent-2-en-1-yloxy]disiloxane",,961,58600,NA,0.71,NA,4.618,OK,Low,OK,Low,OK,Inf,3,FALSE
"1,1,7,7a-Tetramethyl-1a,2,6,7,7a,7b-hexahydro-1H-cyclopropa[a]naphthalene",,23199,988165,0.00245,0.775,3.20E-05,15.235,High,Low,OK,Low,OK,Inf,2,FALSE
"1,2-Benzenedicarboxylic acid",,7687,468894,NA,0.87,NA,13.277,OK,OK,OK,Low,OK,Inf,4,FALSE
"1,2-Butanediol, 1-phenyl-",,0,0,NA,0.75,NA,8.91,OK,Low,OK,Low,AmRatioFail,0.00,2,FALSE
"1,2-Ethanediol, 1-(2-ethyl-1,3,2-dioxaborolan-4-yl)-, diacetate, (R*,S*)-",,30673,628578,3.33E-05,0.85,2.33E-06,12.173,OK,OK,OK,Low,OK,Inf,4,FALSE
"1,2,3-Thiadiazole-4-carboxylic acid, hydrazide",,765,46660,NA,0.71,NA,9.37,OK,Low,OK,Low,OK,Inf,3,FALSE
"1,2,4-Methenoazulene, decahydro-1,5,5,8a-tetramethyl-, [1S-(1.alpha.,2.alpha.,3a.beta.,4.alpha.,8a.beta.,9R*)]-",,7537,459759,NA,0.92,NA,14.169,OK,OK,OK,Low,OK,Inf,4,FALSE
"1,2,4,5-Cyclohexanetetrol, (1.alpha.,2.alpha.,4.alpha.,5.beta.)-",,1276,77818,NA,0.71,NA,9.019,OK,Low,OK,Low,OK,Inf,3,FALSE
"1,2,4,5-Tetrazine, 3,6-bis(1-methylethyl)-",,780,47595,NA,0.72,NA,2.345,Low,Low,OK,Low,OK,Inf,2,FALSE
"1,2,6-Hexanetriol",,2090,52907,7.70E-04,0.78,5.37E-05,10.403,OK,Low,OK,Low,AmRatioFail,0.74,2,FALSE
"1,3-Butadiene-1-carboxylic acid",,600,36613,NA,0.73,NA,6.86,OK,Low,OK,Low,OK,Inf,3,FALSE
"1,3-Butanediol, (S)-",,1380,84208,NA,0.74,NA,3.909,Low,Low,OK,Low,OK,Inf,2,FALSE
"1,3-Dioxan-5-ol, 4,4,5-trimethyl-",,1308,79796,NA,0.81,NA,9.16,OK,OK,OK,Low,OK,Inf,4,FALSE
"1,3-Dioxane-4-methanol, 4,5-dimethyl-",,598,36471,NA,0.73,NA,10.15,OK,Low,OK,Low,OK,Inf,3,FALSE
"1,3-Dioxolan-2-one, 5-methyl-4-(4,4-dimethyl-2,3-dimethylenecyclohexyl)",,21119,611080,5.80E-04,0.72,2.23E-05,19.103,High,Low,OK,Low,OK,Inf,2,FALSE
"1,3-Dioxolane-2-methanol, 2,4-dimethyl-",,42,2576,NA,0.75,NA,5.59,OK,Low,OK,Low,OK,Inf,3,FALSE
"1,3-Hexanediol, 2-ethyl-",,551,33592,NA,0.8,NA,7.105,OK,OK,OK,Low,OK,Inf,4,FALSE
"1,3-Oxathiane, 2-methyl-2-(1-methylethyl)-",,22957,830145,8.00E-05,0.78,0.0014238,4.03,OK,Low,OK,Low,AmRatioFail,0.72,2,FALSE
"1,3-Propanediol, 2-(hydroxymethyl)-2-methyl-, monobenzoate",,4424,269881,NA,0.76,NA,14.623,OK,Low,OK,Low,OK,Inf,3,FALSE
"1,3-Propanediol, diacetate",,1014,61829,NA,0.83,NA,1.7,Low,OK,OK,Low,OK,Inf,3,FALSE
"1,3,3,4-Tetramethyl-2-oxabicyclo[2.2.0]hexane",,1418,86484,NA,0.73,NA,11.471,OK,Low,OK,Low,OK,Inf,3,FALSE
"1,3,4-Oxadiazole, 2-(acetyloxy)-2,5-dihydro-2,5,5-trimethyl-",,1980,120809,NA,0.81,NA,1.68,Low,OK,OK,Low,OK,Inf,3,FALSE
"1,30-Triacontanediol",,13709,836238,NA,0.82,NA,22.301,High,OK,OK,Low,OK,Inf,3,FALSE
"1,4-Benzenediol, 2,6-bis(1,1-dimethylethyl)-",,67526,1603985,2.92E-04,0.725,2.23E-05,18.349,High,Low,OK,Low,OK,Inf,2,FALSE
"1,4-Butanediol, 2,3-bis(methylene)-",,3810,196245,0.00125,0.735,8.45E-05,7.7335,OK,Low,OK,Low,OK,Inf,3,FALSE
"1,4-Butanediol, 2,3-dimethoxy-",,6558,152692,3.33E-04,0.73,1.80E-05,14.2535,OK,Low,OK,Low,OK,Inf,3,FALSE
"1,4-Butanedione, 1,4-diphenyl-",,70617,1690758,1.00E-04,0.72,1.14E-04,21.708,High,Low,OK,Low,OK,Inf,2,FALSE
"1,4-Dimethyl-5-oxabicyclo[2.1.0]pentane",,972,59265,NA,0.76,NA,1.654,Low,Low,OK,Low,OK,Inf,2,FALSE
"1,4-Hexadiene, 2,5-dimethyl-",,1018,39303,8.00E-04,0.74,0.001568,4.052,OK,Low,OK,Low,OK,Inf,3,FALSE
"1,5-Decadiyne",,1173,37798,4.33E-04,0.75,0.001900333333,5.85,OK,Low,OK,Low,AmRatioFail,0.56,2,FALSE
"1,5-Dimethyl-6-oxa-bicyclo[3.1.0]hexane",,3325,202798,8.00E-04,0.75,2.45E-05,10.4845,OK,Low,OK,Low,AmRatioFail,1.01,2,FALSE
"1,6-Dioxaspiro[4.4]nonane, 2-ethyl-",,1335,81460,NA,0.75,NA,9.704,OK,Low,OK,Low,OK,Inf,3,FALSE
"1,7-Diazabicyclo[2.2.0]heptane, 7-chloro-",,8545,426175,5.00E-05,0.715,9.80E-05,10.914,OK,Low,OK,Low,OK,Inf,3,FALSE
"1,7-Dimethyl-4-(1-methylethyl)cyclodecane",,9175,559653,NA,0.77,NA,18.961,High,Low,OK,Low,OK,Inf,2,FALSE
"1,7-Octanediol, 3,7-dimethyl-",,1341,81804,NA,0.79,NA,13.702,OK,Low,OK,Low,OK,Inf,3,FALSE
10-Methyldodec-2-en-4-olide,,148166,8027357,4.50E-04,0.725,0.3723845,20.9685,High,Low,OK,OK,OK,Inf,3,FALSE
10-Methylnonadecane,,25324,1156785,0.00488,0.9,3.0240923,15.007,High,OK,OK,Low,OK,Inf,3,FALSE
10-Methylundecan-4-olide,,11022,465320,5.00E-05,0.785,8.00E-06,17.813,High,Low,OK,Low,OK,Inf,2,FALSE
"10-Undecen-1-al, 2-methyl-",,4507,274931,NA,0.79,NA,8.141,OK,Low,OK,Low,OK,Inf,3,FALSE
12-Hydroxy-14-methyl-oxa-cyclotetradec-6-en-2-one,,82,4980,NA,0.73,NA,10.557,OK,Low,OK,Low,OK,Inf,3,FALSE
13-Tetradecen-1-ol acetate,,25077,1244900,0.00605,0.805,2.45E-05,22.0835,High,OK,OK,Low,OK,Inf,3,FALSE
14-Pentadecenoic acid,,26431,1612301,NA,0.72,NA,21.38,High,Low,OK,Low,OK,Inf,2,FALSE
"17-Norkaur-15-ene, 13-methyl-, (8.beta.,13.beta.)-",,39582,1280442,2.33E-04,0.75,3.70E-05,19.089,High,Low,OK,Low,OK,Inf,2,FALSE
17-Octadecynoic acid,,2232,70377,8.00E-04,0.74,0,12.67,OK,Low,OK,Low,OK,Inf,3,FALSE
"1H-2-Indenol, 2,3,4,5,6,7-hexahydro-1-(2-hydroxy-2-methylpropyl)",,237917,1987371,2.21E-04,0.75,2.31E-05,19.105,High,Low,OK,Low,AmRatioFail,0.95,1,FALSE
"1H-Imidazole, 4,5-dihydro-2-methyl-",,9211,561894,NA,0.86,NA,6.819,OK,OK,OK,Low,OK,Inf,4,FALSE
"1H-Indole-3-carboxaldehyde, 7-methyl-",,825,50317,NA,0.79,NA,15.652,High,Low,OK,Low,OK,Inf,2,FALSE
"1H-Pyrazole-1-carbothioamide, 3,5-dimethyl-",,3860,235432,NA,0.71,NA,3.348,Low,Low,OK,Low,OK,Inf,2,FALSE
"1H-Pyrrole, 2,5-dihydro-1-nitroso-",,9268,220267,1.07E-04,0.81,0.0044195,2.6405,Low,OK,OK,Low,OK,Inf,3,FALSE
2-Azetidinecarboxylic acid,,9391,119434,9.84E-04,0.825,2.74E-05,8.4975,OK,OK,OK,Low,OK,Inf,4,FALSE
"2-Buten-1-one, 1,3-diphenyl-",,127910,2157078,0.001274358974,0.78,2.91E-06,20.758,High,Low,OK,Low,AmRatioFail,1.55,1,FALSE
"2-Butenedioic acid (Z)-, monododecyl ester",,1091,47420,5.00E-05,0.875,8.00E-06,14.213,OK,OK,OK,Low,OK,Inf,4,FALSE
"2-Butenedioic acid, 2-methyl-, (Z)-",,11516,157817,0.001058974359,0.81,2.16E-05,7.291,OK,OK,OK,Low,AmRatioFail,0.52,3,FALSE
"2-Butenoic acid, 2-methyl-, (Z)-",,1376,83928,NA,0.87,NA,6.875,OK,OK,OK,Low,OK,Inf,4,FALSE
"2-Butenoic acid, 2-methyl-, 2-methyl-2-propenyl ester, (Z)-",,5322,324662,NA,0.84,NA,9.962,OK,OK,OK,Low,OK,Inf,4,FALSE
"2-Butenoic acid, 3-methyl-",,8122,90658,0.002917424242,0.795,5.50E-04,6.3225,OK,Low,OK,Low,AmRatioFail,1.89,2,FALSE
2-Chloroethyl methyl ether,,970,59183,NA,0.72,NA,6.26,OK,Low,OK,Low,OK,Inf,3,FALSE
2-Cyclohexyl-hex-5-en-2-ol,,739,45073,NA,0.77,NA,11.293,OK,Low,OK,Low,OK,Inf,3,FALSE
"2-Cyclopenten-1-one, 3-methyl-",,1102,67243,NA,0.71,NA,3.335,Low,Low,OK,Low,OK,Inf,2,FALSE
"2-Cyclopenten-1-one, 3,4-dimethyl-",,1700,103673,NA,0.81,NA,7.839,OK,OK,OK,Low,OK,Inf,4,FALSE
2-Decanol,,5155,314450,NA,0.79,NA,3.246,Low,Low,OK,Low,OK,Inf,2,FALSE
"2-Decanol, methyl ether",,26434,1612455,NA,0.83,NA,21.824,High,OK,OK,Low,OK,Inf,3,FALSE
"2-Decenal, (Z)-",,13884,701602,2.00E-04,0.84,0.021218,12.332,OK,OK,OK,Low,OK,Inf,4,FALSE
2-Dimethylsilyloxytridecane,,3355,204666,NA,0.76,NA,3.508,Low,Low,OK,Low,OK,Inf,2,FALSE
"2-Dodecanol, 2-methyl-",,26069,1402496,0.00605,0.845,6.5413445,18.9885,High,OK,OK,Low,OK,Inf,3,FALSE
"2-Ethyl-1-hexanol, trifluoroacetate",,6770,302493,4.50E-04,0.815,0.006272,9.217,OK,OK,OK,Low,OK,Inf,4,FALSE
"2-Ethylbutyric acid, 2,4,4-trimethylpentyl ester",,713,43507,NA,0.74,NA,8.72,OK,Low,OK,Low,OK,Inf,3,FALSE
"2-Ethylbutyric acid, 3,7-dimethyloctyl ester",,657,40058,NA,0.71,NA,14.094,OK,Low,OK,Low,OK,Inf,3,FALSE
2-Formylhistamine,,3943,240521,NA,0.75,NA,3.362,Low,Low,OK,Low,OK,Inf,2,FALSE
"2-Furancarboxylic acid, 2,2-dimethylpropyl ester",,1507,91919,NA,0.72,NA,9.712,OK,Low,OK,Low,OK,Inf,3,FALSE
"2-Heptene, 1-ethoxy-, (Z)-",,2395,146117,NA,0.79,NA,6.287,OK,Low,OK,Low,OK,Inf,3,FALSE
"2-Hexanamine, 4-methyl-",,356,21708,NA,0.79,NA,1.48,Low,Low,OK,Low,OK,Inf,2,FALSE
2-Hexanol,,4905,175491,0.002233333333,0.76,8.86E-04,3.34,Low,Low,OK,Low,OK,Inf,2,FALSE
"2-Hexen-1-ol, acetate",,103,6276,NA,0.8,NA,3.895,Low,OK,OK,Low,OK,Inf,3,FALSE
"2-Hexene, (E)-",,5983,364955,0.00245,0.775,3.015968,5.553,OK,Low,OK,Low,AmRatioFail,0.90,2,FALSE
"2-Hexene, 1-butoxy-, (E)-",,4772,291075,NA,0.8,NA,9.944,OK,OK,OK,Low,OK,Inf,4,FALSE
"2-Hydroxy-1,1,10-trimethyl-6,9-epidioxydecalin",,4161,253803,NA,0.73,NA,16.474,High,Low,OK,Low,OK,Inf,2,FALSE
"2-Hydroxyisocaproic acid, acetate",,819,49942,NA,0.8,NA,1.691,Low,OK,OK,Low,OK,Inf,3,FALSE
2-Isopropyloxan-4-ol,,13387,816602,NA,0.81,NA,9.883,OK,OK,OK,Low,OK,Inf,4,FALSE
"2-Methoxybenzoic acid, 4-methylpentyl ester",,67145,1839357,1.81E-04,0.78,8.50E-05,14.627,OK,Low,OK,Low,OK,Inf,3,FALSE
2-Methyl-3-oxobutyronitrile,,8265,504135,NA,0.81,NA,2.718,Low,OK,OK,Low,OK,Inf,3,FALSE
"2-Methyl-6-phenyl-5,6-dihydro-4H-1,3-oxazine",,31145,499700,2.98E-04,0.755,2.573974554,6.374,OK,Low,OK,Low,OK,Inf,3,FALSE
2-Methyl-E-7-octadecene,,48121,1572887,2.33E-04,0.74,3.00E-06,21.892,High,Low,OK,Low,AmRatioFail,0.66,1,FALSE
2-Methylcyclopropanecarboxylic acid,,2431,148317,2.00E-04,0.79,1.81E-04,6.1155,OK,Low,OK,Low,AmRatioFail,0.51,2,FALSE
2-Methylmalonodiamide,,1293,78899,NA,0.79,NA,5.973,OK,Low,OK,Low,OK,Inf,3,FALSE
2-Methyltetradecan-2-ol,,109957,2098657,6.31E-04,0.92,2.58E-05,17.19,High,OK,OK,Low,AmRatioFail,0.78,2,FALSE
2-Methylvaleroyl chloride,,1331,81180,NA,0.74,NA,5.266,OK,Low,OK,Low,OK,Inf,3,FALSE
"2-Nonen-1-ol, (Z)-",,1177,71790,NA,0.8,NA,10.955,OK,OK,OK,Low,OK,Inf,4,FALSE
"2-Nonen-4-yn-1-ol, (Z)-",,4089,101444,0.005358333333,0.795,4.96E-05,11.7525,OK,Low,OK,Low,OK,Inf,3,FALSE
"2-Nonenal, (Z)-",,654,39901,NA,0.74,NA,5.615,OK,Low,OK,Low,OK,Inf,3,FALSE
"2-Octanol, 2,6-dimethyl-",,9320,568492,2.00E-04,0.88,1.25E-05,17.1885,High,OK,OK,Low,AmRatioFail,0.90,2,FALSE
"2-Octene, 3,7-dimethyl-, (Z)-",,705,43000,NA,0.7,NA,14.095,OK,Low,OK,Low,OK,Inf,3,FALSE
"2-Pentanol, 3-ethyl-2-methyl-",,3143,191708,NA,0.82,NA,8.548,OK,OK,OK,Low,OK,Inf,4,FALSE
"2-Pentanone, 3-methylene-",,2122,86219,3.00E-04,0.76,0.052393,4.308,OK,Low,OK,Low,OK,Inf,3,FALSE
"2-Pentene, 1-ethoxy-4-methyl-, (Z)-",,9041,283983,8.30E-04,0.83,2.2673888,9.286,OK,OK,OK,Low,OK,Inf,4,FALSE
"2-Phenyl-1,3-oxazol-2-ine",,13461,552191,5.33E-04,0.78,7.23E-05,12.982,OK,Low,OK,Low,AmRatioFail,0.65,2,FALSE
2-Phenylpropenal,,35820,659099,0.003026785714,0.81,4.14E-05,10.927,OK,OK,OK,Low,OK,Inf,4,FALSE
"2-Propanol, 1-(2-methoxypropoxy)-",,23403,255472,0.002538095238,0.83,7.18E-05,8.56,OK,OK,OK,Low,OK,4.29,4,FALSE
"2-Propanol, 1-[(1-methyl-2-propynyl)oxy]-, acetate",,917,55946,NA,0.77,NA,1.68,Low,Low,OK,Low,OK,Inf,2,FALSE
"2-Propanol, 1-methoxy-",,52307,439440,0.002828571429,0.87,0.002099358466,2.889,Low,OK,OK,Low,AmRatioFail,1.33,2,FALSE
"2-Propanone, 1-(1-methylethoxy)-",,32122,687983,7.00E-05,0.84,0.1725775,2.722,Low,OK,OK,Low,OK,Inf,3,FALSE
"2-Propanone, 1,1-dimethoxy-",,2332,142254,NA,0.8,NA,1.92,Low,OK,OK,Low,OK,Inf,3,FALSE
"2-Propenoic acid, 2-methyl-, 2-aminoethyl ester, hydrochloride",,2373,83113,0.0018,0.8,0.0861125,3.8025,Low,OK,OK,Low,OK,Inf,3,FALSE
"2-Propenoic acid, 4-methylpentyl ester",,17948,402945,3.00E-04,0.825,2.30E-04,6.799,OK,OK,OK,Low,OK,Inf,4,FALSE
"2-Propenoic acid, tridecyl ester",,26883,972146,3.33E-05,0.88,3.90E-05,17.871,High,OK,OK,Low,OK,Inf,3,FALSE
2-Propyl-5-oxohexanoic acid,,3151,192190,NA,0.73,NA,8.955,OK,Low,OK,Low,OK,Inf,3,FALSE
"2-Undecenal, E-",,672,41005,NA,0.83,NA,13.666,OK,OK,OK,Low,OK,Inf,4,FALSE
"2-Undecene, 2,5-dimethyl-",,3190,194598,NA,0.83,NA,9.704,OK,OK,OK,Low,OK,Inf,4,FALSE
"2(3H)-Furanone, dihydro-4,4-dimethyl-",,904,31395,0,0.79,2.2748445,8.1035,OK,Low,OK,Low,OK,Inf,3,FALSE
"2(3H)-Furanone, dihydro-5-propyl-",,4425,63516,9.47E-04,0.795,3.79E-05,10.841,OK,Low,OK,Low,OK,Inf,3,FALSE
"2,2-Dimethyl-1-(3-oxo-but-1-enyl)-cyclopentanecarboxaldehyde",,4790,292160,NA,0.77,NA,15.027,High,Low,OK,Low,OK,Inf,2,FALSE
"2,2-Dimethyl-1-oxa-spiro[2.4]heptane",,7207,439620,NA,0.77,NA,12.877,OK,Low,OK,Low,OK,Inf,3,FALSE
